datetime,ppm,voltage
2023/05/05 19:44:06,33.60696072019482,0.32513492233039337
2023/05/05 19:44:07,33.68853585625107,0.3253849299600208
2023/05/05 19:44:08,33.68853585625107,0.32550993377483445
2023/05/05 19:44:09,33.68853585625107,0.3253849299600208
2023/05/05 19:44:10,33.64773085638212,0.32513492233039337
2023/05/05 19:44:11,33.64773085638212,0.32525992614520705
2023/05/05 19:44:12,33.64773085638212,0.3253849299600208
2023/05/05 19:44:13,33.60696072019482,0.3253849299600208
2023/05/05 19:44:14,33.60696072019482,0.32525992614520705
2023/05/05 19:44:15,33.60696072019482,0.3253849299600208
2023/05/05 19:44:16,33.64773085638212,0.32525992614520705
2023/05/05 19:44:17,33.64773085638212,0.3253849299600208
2023/05/05 19:44:18,33.64773085638212,0.32525992614520705
2023/05/05 19:44:19,33.64773085638212,0.32513492233039337
2023/05/05 19:44:20,33.64773085638212,0.32525992614520705
2023/05/05 19:44:22,33.68853585625107,0.3253849299600208
2023/05/05 19:44:23,33.64773085638212,0.3253849299600208
2023/05/05 19:44:24,33.56622542951474,0.32513492233039337
2023/05/05 19:44:25,33.56622542951474,0.32513492233039337
2023/05/05 19:44:26,33.56622542951474,0.32513492233039337
2023/05/05 19:44:27,33.525524966172014,0.324884914700766
2023/05/05 19:44:28,33.56622542951474,0.3250099185155797
2023/05/05 19:44:29,33.56622542951474,0.32513492233039337
2023/05/05 19:44:30,33.525524966172014,0.3250099185155797
2023/05/05 19:44:31,33.525524966172014,0.32513492233039337
2023/05/05 19:44:32,33.56622542951474,0.32513492233039337
2023/05/05 19:44:33,33.56622542951474,0.32513492233039337
2023/05/05 19:44:34,33.60696072019482,0.32513492233039337
2023/05/05 19:44:35,33.56622542951474,0.32513492233039337
2023/05/05 19:44:36,33.56622542951474,0.32513492233039337
2023/05/05 19:44:37,33.48485931200159,0.324884914700766
2023/05/05 19:44:38,33.56622542951474,0.3250099185155797
2023/05/05 19:44:39,33.525524966172014,0.3250099185155797
2023/05/05 19:44:40,33.56622542951474,0.32513492233039337
2023/05/05 19:44:41,33.48485931200159,0.3250099185155797
2023/05/05 19:44:42,33.525524966172014,0.3250099185155797
2023/05/05 19:44:43,33.525524966172014,0.3246349070711386
2023/05/05 19:44:44,33.525524966172014,0.3250099185155797
2023/05/05 19:44:45,33.525524966172014,0.3250099185155797
2023/05/05 19:44:46,33.48485931200159,0.324884914700766
2023/05/05 19:44:47,33.525524966172014,0.3250099185155797
2023/05/05 19:44:48,33.525524966172014,0.324884914700766
2023/05/05 19:44:49,33.48485931200159,0.3247599108859523
2023/05/05 19:44:50,33.48485931200159,0.324884914700766
2023/05/05 19:44:51,33.48485931200159,0.324884914700766
2023/05/05 19:44:52,33.48485931200159,0.324884914700766
2023/05/05 19:44:53,33.48485931200159,0.3250099185155797
2023/05/05 19:44:55,33.525524966172014,0.3250099185155797
2023/05/05 19:44:56,33.48485931200159,0.3250099185155797
2023/05/05 19:44:57,33.525524966172014,0.324884914700766
2023/05/05 19:44:58,33.48485931200159,0.3250099185155797
2023/05/05 19:45:26,33.444228448843,0.3246349070711386
2023/05/05 19:45:36,33.36307102294315,0.3243848994415113
2023/05/05 19:45:46,33.282052543282816,0.32425989562669755
2023/05/05 19:45:56,33.241595362941226,0.32425989562669755
2023/05/05 19:46:06,33.20117286474732,0.32413489181188393
2023/05/05 19:46:16,33.36307102294315,0.3243848994415113
2023/05/05 19:46:26,33.282052543282816,0.32413489181188393
2023/05/05 19:46:36,33.20117286474732,0.3238848841822566
2023/05/05 19:46:46,33.20117286474732,0.32375988036744285
2023/05/05 19:46:56,33.160785030573486,0.32375988036744285
2023/05/05 19:47:06,33.08011328179885,0.3236348765526292
2023/05/05 19:47:16,33.08011328179885,0.32375988036744285
2023/05/05 19:47:26,32.999579971689826,0.3235098727378155
2023/05/05 19:47:36,32.95936518586547,0.32338486892300183
2023/05/05 19:47:46,32.95936518586547,0.32313486129337443
2023/05/05 19:47:56,32.95936518586547,0.32313486129337443
2023/05/05 19:48:06,32.91918495539358,0.32313486129337443
2023/05/05 19:48:16,33.160785030573486,0.3236348765526292
2023/05/05 19:48:26,32.999579971689826,0.3232598651081881
2023/05/05 19:48:36,195.63584728273406,0.5603921018097475
2023/05/05 19:48:46,80.88151212541945,0.4288880886257515
2023/05/05 19:48:56,175.18598262035025,0.542016541032136
2023/05/05 19:49:06,62.44393313937961,0.3951370586260567
2023/05/05 19:49:17,52.05646026957282,0.37313638721884823
2023/05/05 19:49:27,46.86256810995266,0.3610110171819208
2023/05/05 19:49:37,43.54634270399889,0.3527607654042177
2023/05/05 19:49:47,46.14465413370085,0.35926096377452926
2023/05/05 19:49:57,43.889913468231235,0.3538857997375408
2023/05/05 19:50:07,42.47895845168352,0.3501356852931303
2023/05/05 19:50:17,41.38301630677747,0.3471355937376019
2023/05/05 19:50:27,40.44643013370909,0.34488552507095555
2023/05/05 19:50:37,39.70804255694871,0.34288546403393655
2023/05/05 19:50:47,41.43024478633456,0.34738560136722924
2023/05/05 19:50:57,41.05348370972497,0.34663557847834714
2023/05/05 19:51:07,40.67915486261929,0.34551054414502397
2023/05/05 19:51:17,40.21464933348624,0.3442605059968871
2023/05/05 19:51:27,39.89173751299304,0.3433854792931913
2023/05/05 19:51:37,39.570664683233495,0.3426354564043092
2023/05/05 19:51:47,39.38801767566162,0.3418854335154271
2023/05/05 19:51:57,39.205967839070844,0.34163542588579976
2023/05/05 19:52:07,38.93401014782736,0.34063539536729026
2023/05/05 19:52:17,38.7084001316836,0.3402603839228492
2023/05/05 19:52:27,38.61841554729728,0.3396353648487808
2023/05/05 19:52:37,38.5285789792405,0.3393853572191534
2023/05/05 19:52:47,38.39410133011472,0.33926035340433974
2023/05/05 19:52:57,38.259955875470226,0.338760338145085
2023/05/05 19:53:07,38.17070987554111,0.33851033051545765
2023/05/05 19:53:17,38.037116956680016,0.33813531907101657
2023/05/05 19:53:28,37.99265953063479,0.33813531907101657
2023/05/05 19:53:38,37.85950763192548,0.3377603076265755
2023/05/05 19:53:48,37.815197063315935,0.3376353038117618
2023/05/05 19:53:58,37.726685910660194,0.3373852961821344
2023/05/05 19:54:08,37.68248528933859,0.33713528855250713
2023/05/05 19:54:18,37.63832127984548,0.33701028473769346
2023/05/05 19:54:28,37.594193863555205,0.3368852809228797
2023/05/05 19:54:38,37.55010302184684,0.33701028473769346
2023/05/05 19:54:48,37.46203098771635,0.3366352732932524
2023/05/05 19:54:58,37.63832127984548,0.3372602923673208
2023/05/05 19:55:08,37.726685910660194,0.3373852961821344
2023/05/05 19:55:18,37.9038548869145,0.3380103152562029
2023/05/05 19:55:28,37.94823884693276,0.3380103152562029
2023/05/05 19:55:38,37.94823884693276,0.3380103152562029
2023/05/05 19:55:48,37.99265953063479,0.3380103152562029
2023/05/05 19:55:58,38.12614211046173,0.3383853267006439
2023/05/05 19:56:08,38.037116956680016,0.33826032288583024
2023/05/05 19:56:18,37.94823884693276,0.3380103152562029
2023/05/05 19:56:28,37.99265953063479,0.33813531907101657
2023/05/05 19:56:38,37.94823884693276,0.33788531144138917
2023/05/05 19:56:48,37.815197063315935,0.3376353038117618
2023/05/05 19:56:58,37.85950763192548,0.3376353038117618
2023/05/05 19:57:08,37.726685910660194,0.3373852961821344
2023/05/05 19:57:18,36.719301469286485,0.33476021607104706
2023/05/05 19:57:28,36.63261114780693,0.33426020081179236
2023/05/05 19:57:38,36.50284686534304,0.33388518936735134
2023/05/05 19:57:49,36.719301469286485,0.33476021607104706
2023/05/05 19:57:59,35.01281287819551,0.33051008636738183
2023/05/05 19:58:09,36.936661152760976,0.33513522751548813
2023/05/05 19:58:19,37.242489655035904,0.33601025421918396
2023/05/05 19:58:29,37.19869074020716,0.33576024658955655
2023/05/05 19:58:39,37.242489655035904,0.33601025421918396
2023/05/05 19:58:49,37.154928232588375,0.33576024658955655
2023/05/05 19:58:59,37.1112021136067,0.3355102389599292
2023/05/05 19:59:09,37.023858967287076,0.33538523514511553
2023/05/05 19:59:19,36.98024190282728,0.3352602313303018
2023/05/05 19:59:29,36.98024190282728,0.33513522751548813
2023/05/05 19:59:39,36.936661152760976,0.33513522751548813
2023/05/05 19:59:49,36.893116698539195,0.33513522751548813
2023/05/05 19:59:59,36.84960852161783,0.3348852198858608
2023/05/05 20:00:09,36.84960852161783,0.3348852198858608
2023/05/05 20:00:19,36.80613660345749,0.33476021607104706
2023/05/05 20:00:29,36.80613660345749,0.33463521225623344
